state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index,LOW_CHILD_COMPLIANCE,INFRA_STRESS,ADULT_SPIKE,CATCH_UP_SPIKE,child_change,adult_change,FUTURE_SURGE_RISK
Madhya Pradesh,Ashok Nagar,2025-12,2718,3161,5879,0.859854476431509,0.462323524408913,0.5279792213439716,0,0,0,0,1263.0,1309.0,0
Madhya Pradesh,Balaghat,2025-03,6402,8235,14637,0.7774134790528233,0.4373847099815536,1.3145146900513205,0,0,0,0,,,0
Madhya Pradesh,Balaghat,2025-04,11048,7463,18511,1.4803698244673724,0.5968343147317811,1.6624295571182617,0,1,0,0,4646.0,-772.0,1
Madhya Pradesh,Balaghat,2025-05,9527,7651,17178,1.2451967063129004,0.5546047269763651,1.542715949012884,0,1,0,0,-1521.0,188.0,0
Madhya Pradesh,Balaghat,2025-06,9102,8142,17244,1.117907148120855,0.5278357689631176,1.548643254440457,0,1,0,0,-425.0,491.0,0
Madhya Pradesh,Balaghat,2025-07,6990,8213,15203,0.8510897357847316,0.459777675458791,1.365345824475659,0,0,0,0,-2112.0,71.0,0
Madhya Pradesh,Balaghat,2025-09,3201,4753,7954,0.673469387755102,0.4024390243902439,0.7143301116805495,1,0,0,0,-3789.0,-3460.0,0
Madhya Pradesh,Balaghat,2025-10,2963,2191,5154,1.3523505248744865,0.5748932867675591,0.4628686692986613,0,0,0,0,-238.0,-2562.0,0
Madhya Pradesh,Balaghat,2025-11,4740,3527,8267,1.3439183442018712,0.5733639772589815,0.7424399086325248,0,0,0,0,1777.0,1336.0,0
Madhya Pradesh,Balaghat,2025-12,18740,3874,22614,4.837377387712958,0.8286901919165119,2.030910377865721,0,1,0,0,14000.0,347.0,0
Madhya Pradesh,Barwani,2025-03,7982,9951,17933,0.802130439151844,0.4451012100596665,1.6105207307980005,0,1,0,0,,,0
Madhya Pradesh,Barwani,2025-04,15662,11872,27534,1.3192385444743937,0.5688239994189003,2.472764055193896,0,1,1,0,7680.0,1921.0,0
Madhya Pradesh,Barwani,2025-05,13286,9751,23037,1.362526920315865,0.5767243998784564,2.0688990171969848,0,1,0,0,-2376.0,-2121.0,0
Madhya Pradesh,Barwani,2025-06,11789,7565,19354,1.5583608724388631,0.6091247287382453,1.7381374128068083,0,1,0,0,-1497.0,-2186.0,0
Madhya Pradesh,Barwani,2025-07,12217,10187,22404,1.1992735839795818,0.5453044099267987,2.0120507696870797,0,1,0,0,428.0,2622.0,0
Madhya Pradesh,Barwani,2025-09,4667,5069,9736,0.920694417044782,0.4793549712407559,0.8743673582250225,0,0,0,0,-7550.0,-5118.0,0
Madhya Pradesh,Barwani,2025-10,3716,2128,5844,1.7462406015037597,0.6358658453114305,0.524835953314198,0,0,0,0,-951.0,-2941.0,0
Madhya Pradesh,Barwani,2025-11,3909,3609,7518,1.083125519534497,0.5199521149241819,0.6751739727953697,0,0,0,0,193.0,1481.0,0
Madhya Pradesh,Barwani,2025-12,4965,5102,10067,0.9731477851822816,0.4931955895500149,0.9040936930208816,0,0,0,0,1056.0,1493.0,0
Madhya Pradesh,Betul,2025-03,3867,10755,14622,0.3595536959553696,0.2644645055395979,1.3131675751814174,1,0,0,0,,,0
Madhya Pradesh,Betul,2025-04,11062,11031,22093,1.0028102619889403,0.5007015796858734,1.9841205880510917,0,1,0,0,7195.0,276.0,0
Madhya Pradesh,Betul,2025-05,7335,8768,16103,0.8365647810218978,0.4555051853691859,1.4461727166698377,0,0,0,0,-3727.0,-2263.0,0
Madhya Pradesh,Betul,2025-06,11735,13301,25036,0.8822644913916247,0.4687250359482345,2.248424525526054,0,1,0,0,4400.0,4533.0,0
Madhya Pradesh,Betul,2025-07,11877,15060,26937,0.7886454183266932,0.4409176968482013,2.419148883371758,0,1,1,0,142.0,1759.0,0
Madhya Pradesh,Betul,2025-09,5347,8263,13610,0.6471015369720441,0.3928728875826598,1.2222822252919636,1,0,0,0,-6530.0,-6797.0,0
Madhya Pradesh,Betul,2025-10,3127,3189,6316,0.9805581687049232,0.4950918302723242,0.5672251678871448,0,0,0,0,-2220.0,-5074.0,0
Madhya Pradesh,Betul,2025-11,7045,6234,13279,1.130093038177735,0.5305369380224414,1.1925558904961049,0,0,0,0,3918.0,3045.0,0
Madhya Pradesh,Betul,2025-12,8184,9642,17826,0.8487865588052271,0.4591046785594076,1.6009113113926925,0,1,0,0,1139.0,3408.0,0
Madhya Pradesh,Bhind,2025-03,4405,3388,7793,1.3001770956316412,0.5652508661619402,0.6998710787435909,0,0,0,0,,,0
Madhya Pradesh,Bhind,2025-04,5754,2999,8753,1.9186395465155053,0.6573746144179139,0.7860864304173811,0,0,0,0,1349.0,-389.0,1
Madhya Pradesh,Bhind,2025-05,6903,3011,9914,2.292593822650282,0.6962880774662094,0.8903531213478711,0,0,0,0,1149.0,12.0,0
Madhya Pradesh,Bhind,2025-06,7985,3500,11485,2.281428571428572,0.695254680017414,1.031440952055709,0,0,0,0,1082.0,489.0,0
Madhya Pradesh,Bhind,2025-07,11030,5430,16460,2.0313075506445677,0.6701093560145808,1.4782340505735283,0,0,1,0,3045.0,1930.0,0
Madhya Pradesh,Bhind,2025-09,4394,3354,7748,1.310077519379845,0.5671140939597316,0.6958297341338819,0,0,0,0,-6636.0,-2076.0,0
Madhya Pradesh,Bhind,2025-10,1573,1670,3243,0.9419161676646708,0.4850447116867098,0.2912462348730226,0,0,0,0,-2821.0,-1684.0,0
Madhya Pradesh,Bhind,2025-11,3599,3546,7145,1.014946418499718,0.5037088873337998,0.6416757163637825,0,0,0,0,2026.0,1876.0,0
Madhya Pradesh,Bhind,2025-12,5796,5028,10824,1.152744630071599,0.5354767184035477,0.9720780901219848,0,0,0,0,2197.0,1482.0,0
Madhya Pradesh,Bhopal,2025-03,7463,9049,16512,0.8247320145872472,0.4519743217054263,1.482904048789192,0,0,0,0,,,0
Madhya Pradesh,Bhopal,2025-04,11729,9688,21417,1.2106729975227084,0.5476490638278003,1.923410611247464,0,1,0,0,4266.0,639.0,0
Madhya Pradesh,Bhopal,2025-05,15573,12290,27863,1.2671277461350692,0.5589132541363098,2.502310774673768,0,1,0,0,3844.0,2602.0,0
Madhya Pradesh,Bhopal,2025-06,11773,12022,23795,0.9792879720512394,0.4947678083631014,2.1369732219560817,0,1,0,0,-3800.0,-268.0,0
Madhya Pradesh,Bhopal,2025-07,13542,18015,31557,0.751706910907577,0.4291282441296701,2.834060263301873,0,1,1,0,1769.0,5993.0,0
Madhya Pradesh,Bhopal,2025-09,6263,9650,15913,0.6490155440414508,0.3935775780808144,1.4291092616510666,1,0,0,0,-7279.0,-8365.0,0
Madhya Pradesh,Bhopal,2025-10,3930,4997,8927,0.7864718831298779,0.4402374817967962,0.8017129629082556,0,0,0,0,-2333.0,-4653.0,0
Madhya Pradesh,Bhopal,2025-11,7741,9318,17059,0.830757673320455,0.4537780643648514,1.5320288377116538,0,1,0,0,3811.0,4321.0,0
Madhya Pradesh,Bhopal,2025-12,11795,11600,23395,1.0168103448275865,0.5041675571703356,2.101050158758669,0,1,0,0,4054.0,2282.0,0
Madhya Pradesh,Burhanpur,2025-03,2197,3534,5731,0.621675155631013,0.3833536904554179,0.514687687960929,1,0,0,0,,,0
Madhya Pradesh,Burhanpur,2025-04,3801,3962,7763,0.9593639575971732,0.4896302975653742,0.697176849003785,0,0,0,0,1604.0,428.0,0
Madhya Pradesh,Burhanpur,2025-05,5674,5891,11565,0.963164148701409,0.4906182447038478,1.0386255646951916,0,0,0,0,1873.0,1929.0,0
Madhya Pradesh,Burhanpur,2025-06,6330,7330,13660,0.8635743519781719,0.4633967789165447,1.22677260819164,0,0,1,0,656.0,1439.0,0
Madhya Pradesh,Burhanpur,2025-07,5619,8268,13887,0.6796081277213353,0.4046230287319075,1.247158946556172,1,0,1,1,-711.0,938.0,0
Madhya Pradesh,Burhanpur,2025-09,1833,2949,4782,0.6215666327568667,0.3833124215809285,0.4294602205250676,1,0,0,0,-3786.0,-5319.0,0
Madhya Pradesh,Burhanpur,2025-10,1479,1473,2952,1.0040733197556009,0.5010162601626016,0.2651122063969049,0,0,0,0,-354.0,-1476.0,0
Madhya Pradesh,Burhanpur,2025-11,2961,3318,6279,0.8924050632911392,0.471571906354515,0.5639022845413842,0,0,0,0,1482.0,1845.0,0
Madhya Pradesh,Burhanpur,2025-12,4021,3501,7522,1.1485289917166523,0.5345652751927679,0.6755332034273439,0,0,0,0,1060.0,183.0,0
Madhya Pradesh,Chhatarpur,2025-03,9711,11673,21384,0.8319198149575945,0.4541245791245791,1.9204469585336772,0,1,1,0,,,0
Madhya Pradesh,Chhatarpur,2025-04,14269,9000,23269,1.5854444444444444,0.613219304654261,2.0897343938514843,0,1,0,0,4558.0,-2673.0,1
Madhya Pradesh,Chhatarpur,2025-05,11668,7228,18896,1.6142778085224128,0.617485182049111,1.6970055054457711,0,1,0,0,-2601.0,-1772.0,0
Madhya Pradesh,Chhatarpur,2025-06,16506,9302,25808,1.77445710599871,0.6395691258524488,2.3177560374970607,0,1,0,0,4838.0,2074.0,0
Madhya Pradesh,Chhatarpur,2025-07,15951,10810,26761,1.4755781683626272,0.5960539591196143,2.403342735564896,0,1,0,0,-555.0,1508.0,0
Madhya Pradesh,Chhatarpur,2025-09,6109,5732,11841,1.0657711095603628,0.5159192635757115,1.0634124783014065,0,0,0,0,-9842.0,-5078.0,0
Madhya Pradesh,Chhatarpur,2025-10,2683,2494,5177,1.075781876503609,0.5182538149507436,0.4649342454325125,0,0,0,0,-3426.0,-3238.0,0
Madhya Pradesh,Chhatarpur,2025-11,4242,4935,9177,0.8595744680851064,0.4622425629290618,0.8241648774066385,0,0,0,0,1559.0,2441.0,0
Madhya Pradesh,Chhatarpur,2025-12,8376,7842,16218,1.0680948737566949,0.5164631890492046,1.4565005973390937,0,0,0,0,4134.0,2907.0,0
Madhya Pradesh,Chhindwara,2025-03,3694,10171,13865,0.3631894602300659,0.2664262531554273,1.2451831780803142,1,0,0,0,,,0
Madhya Pradesh,Chhindwara,2025-04,8906,9286,18192,0.959078182209778,0.4895558487247141,1.6337809142183248,0,1,0,0,5212.0,-885.0,1
Madhya Pradesh,Chhindwara,2025-05,10252,10305,20557,0.9948568655992236,0.4987109013961181,1.8461760253730268,0,1,0,0,1346.0,1019.0,0
Madhya Pradesh,Chhindwara,2025-06,8212,9025,17237,0.9099168975069252,0.4764170099205198,1.5480146008345024,0,1,0,0,-2040.0,-1280.0,0
Madhya Pradesh,Chhindwara,2025-07,9622,12301,21923,0.7822128282253475,0.4388997856132828,1.9688532861921908,0,1,0,0,1410.0,3276.0,0
Madhya Pradesh,Chhindwara,2025-09,4420,7327,11747,0.6032482598607889,0.3762662807525325,1.0549705584500144,1,0,0,0,-5202.0,-4974.0,0
Madhya Pradesh,Chhindwara,2025-10,2524,3488,6012,0.7236238532110092,0.4198270126413839,0.5399236398571113,1,0,0,0,-1896.0,-3839.0,0
Madhya Pradesh,Chhindwara,2025-11,4032,5759,9791,0.7001215488800139,0.4118067613114084,0.8793067794146668,1,0,0,0,1508.0,2271.0,0
Madhya Pradesh,Chhindwara,2025-12,11688,9179,20867,1.2733413225841594,0.5601188479417262,1.8740163993510213,0,1,0,0,7656.0,3420.0,0
Madhya Pradesh,Damoh,2025-03,7936,12055,19991,0.6583160514309415,0.3969786403881746,1.795344890948688,1,1,1,1,,,0
Madhya Pradesh,Damoh,2025-04,18109,8967,27076,2.0195160031225603,0.6688210961737332,2.4316321478328584,0,1,0,0,10173.0,-3088.0,1
Madhya Pradesh,Damoh,2025-05,9967,5839,15806,1.7069703716389792,0.6305833227888143,1.4194998422457588,0,0,0,0,-8142.0,-3128.0,0
Madhya Pradesh,Damoh,2025-06,13524,7448,20972,1.8157894736842104,0.6448598130841121,1.8834462034403423,0,1,0,0,3557.0,1609.0,0
Madhya Pradesh,Damoh,2025-07,11445,9057,20502,1.2636634647234184,0.5582382206613989,1.8412366041833823,0,1,0,0,-2079.0,1609.0,0
Madhya Pradesh,Damoh,2025-09,4053,5013,9066,0.8084979054458408,0.4470549305095962,0.8141962273693565,0,0,0,0,-7392.0,-4044.0,0
Madhya Pradesh,Damoh,2025-10,1807,2215,4022,0.8158013544018059,0.449278965688712,0.3612064004499836,0,0,0,0,-2246.0,-2798.0,0
Madhya Pradesh,Damoh,2025-11,3065,3826,6891,0.8010977522216414,0.4447830503555362,0.6188645712334255,0,0,0,0,1258.0,1611.0,0
Madhya Pradesh,Damoh,2025-12,4973,5184,10157,0.9592978395061728,0.4896130747267894,0.9121763822402992,0,0,0,0,1908.0,1358.0,0
Madhya Pradesh,Datia,2025-03,2230,2509,4739,0.8888003188521323,0.4705634100021101,0.4255984912313457,0,0,0,0,,,0
Madhya Pradesh,Datia,2025-04,4531,2350,6881,1.9280851063829787,0.6584798721116116,0.6179664946534902,0,0,0,0,2301.0,-159.0,1
Madhya Pradesh,Datia,2025-05,4143,2035,6178,2.035872235872236,0.6706053739074134,0.5548317110840375,0,0,0,0,-388.0,-315.0,0
Madhya Pradesh,Datia,2025-06,5057,2229,7286,2.268730372364289,0.6940708207521273,0.6543385961408704,0,0,0,0,914.0,194.0,0
Madhya Pradesh,Datia,2025-07,4716,3131,7847,1.5062280421590546,0.6009940104498535,0.7047206922752416,0,0,0,0,-341.0,902.0,0
Madhya Pradesh,Datia,2025-09,2501,2163,4664,1.1562644475265835,0.5362349914236707,0.4188629168818308,0,0,0,0,-2215.0,-968.0,0
Madhya Pradesh,Datia,2025-10,591,792,1383,0.7462121212121212,0.4273318872017353,0.124203991005054,0,0,0,0,-1910.0,-1371.0,0
Madhya Pradesh,Datia,2025-11,1548,1627,3175,0.9514443761524278,0.4875590551181102,0.2851393141294625,0,0,0,0,957.0,835.0,0
Madhya Pradesh,Datia,2025-12,2331,2550,4881,0.9141176470588236,0.4775660725261217,0.4383511786664272,0,0,0,0,783.0,923.0,0
Madhya Pradesh,Dewas,2025-03,3249,6322,9571,0.5139196456817463,0.3394629610281057,0.8595490946560899,1,0,0,0,,,0
Madhya Pradesh,Dewas,2025-04,6769,7532,14301,0.8986988847583643,0.4733235438081253,1.2843393169654935,0,0,0,0,3520.0,1210.0,0
Madhya Pradesh,Dewas,2025-05,6519,5984,12503,1.0894050802139037,0.5213948652323442,1.1228651478931242,0,0,0,0,-250.0,-1548.0,0
Madhya Pradesh,Dewas,2025-06,10371,7813,18184,1.3274030462050428,0.5703365596128465,1.633062452954377,0,1,0,0,3852.0,1829.0,0
Madhya Pradesh,Dewas,2025-07,11201,13182,24383,0.8497193142163556,0.4593774350982241,2.1897801248562785,0,1,1,0,830.0,5369.0,0
Madhya Pradesh,Dewas,2025-09,3945,6626,10571,0.595381829157863,0.3731908050326364,0.9493567526496214,1,0,0,0,-7256.0,-6556.0,0
Madhya Pradesh,Dewas,2025-10,2208,2970,5178,0.7434343434343434,0.4264194669756663,0.465024053090506,1,0,0,0,-1737.0,-3656.0,0
Madhya Pradesh,Dewas,2025-11,4345,5333,9678,0.814738421151322,0.4489563959495763,0.8691585140613978,0,0,0,0,2137.0,2363.0,0
Madhya Pradesh,Dewas,2025-12,7845,7687,15532,1.0205541823858462,0.5050862734998712,1.394892543955531,0,0,0,0,3500.0,2354.0,0
Madhya Pradesh,Dhar,2025-03,6968,9976,16944,0.698476343223737,0.4112370160528801,1.5217009570423976,1,1,0,0,,,0
Madhya Pradesh,Dhar,2025-04,10072,9703,19775,1.0380294754199733,0.5093299620733249,1.7759464368220852,0,1,0,0,3104.0,-273.0,1
Madhya Pradesh,Dhar,2025-05,15939,9186,25125,1.7351404310907903,0.6343880597014926,2.2564174070874787,0,1,0,0,5867.0,-517.0,1
Madhya Pradesh,Dhar,2025-06,14151,8718,22869,1.6231933929800413,0.6187852551488915,2.053811330654072,0,1,0,0,-1788.0,-468.0,0
Madhya Pradesh,Dhar,2025-07,13926,11048,24974,1.2604996379435192,0.5576199247217106,2.242856450730456,0,1,0,0,-225.0,2330.0,0
Madhya Pradesh,Dhar,2025-09,4872,5462,10334,0.8919809593555474,0.4714534546158312,0.9280723377051544,0,0,0,0,-9054.0,-5586.0,0
Madhya Pradesh,Dhar,2025-10,2098,2671,4769,0.7854736053912392,0.4399245124764101,0.4282927209711517,0,0,0,0,-2774.0,-2791.0,0
Madhya Pradesh,Dhar,2025-11,4426,5046,9472,0.8771304003170829,0.4672719594594595,0.8506581365147302,0,0,0,0,2328.0,2375.0,0
Madhya Pradesh,Dhar,2025-12,5484,6645,12129,0.8252821670428894,0.4521395003710116,1.0892770838035437,0,0,0,0,1058.0,1599.0,0
Madhya Pradesh,Dindori,2025-03,2267,4844,7111,0.4680016515276631,0.3188018562790043,0.6386222559920024,1,0,1,1,,,0
Madhya Pradesh,Dindori,2025-04,7309,4827,12136,1.514191008908225,0.6022577455504284,1.0899057374094985,0,0,1,0,5042.0,-17.0,1
Madhya Pradesh,Dindori,2025-05,5198,3608,8806,1.4406873614190687,0.5902793549852373,0.7908462362910383,0,0,0,0,-2111.0,-1219.0,0
Madhya Pradesh,Dindori,2025-06,6086,4083,10169,1.4905706588292922,0.598485593470351,0.9132540741362216,0,0,0,0,888.0,475.0,0
Madhya Pradesh,Dindori,2025-07,4620,3904,8524,1.1834016393442623,0.5419990614734866,0.7655204767368624,0,0,0,0,-1466.0,-179.0,0
Madhya Pradesh,Dindori,2025-09,1599,1917,3516,0.8341158059467919,0.454778156996587,0.3157637255052567,0,0,0,0,-3021.0,-1987.0,0
Madhya Pradesh,Dindori,2025-10,1279,770,2049,1.661038961038961,0.6242069302098585,0.184015891228746,0,0,0,0,-320.0,-1147.0,0
Madhya Pradesh,Dindori,2025-11,1462,1409,2871,1.0376153300212918,0.5092302333681644,0.2578377860994289,0,0,0,0,183.0,639.0,0
Madhya Pradesh,Dindori,2025-12,3694,2600,6294,1.4207692307692308,0.5869081665077852,0.5652493994112872,0,0,0,0,2232.0,1191.0,0
Madhya Pradesh,East Nimar,2025-03,886,3438,4324,0.2577079697498545,0.2049028677150786,0.3883283131640301,1,0,0,0,,,0
Madhya Pradesh,East Nimar,2025-04,1477,3783,5260,0.3904308749669574,0.2807984790874525,0.4723882810459756,1,0,0,0,591.0,345.0,0
Madhya Pradesh,East Nimar,2025-05,1421,3575,4996,0.3974825174825175,0.2844275420336269,0.4486790593356833,1,0,0,0,-56.0,-208.0,0
Madhya Pradesh,East Nimar,2025-06,1690,4154,5844,0.4068367838228214,0.2891854893908282,0.524835953314198,1,0,0,0,269.0,579.0,0
Madhya Pradesh,East Nimar,2025-07,1979,5068,7047,0.3904893449092344,0.2808287214417482,0.6328745658804164,1,0,1,1,289.0,914.0,0
Madhya Pradesh,East Nimar,2025-09,824,2601,3425,0.3168012302960399,0.2405839416058394,0.3075912286278453,1,0,0,0,-1155.0,-2467.0,0
Madhya Pradesh,East Nimar,2025-10,437,1317,1754,0.3318147304479878,0.2491448118586089,0.1575226321206542,1,0,0,0,-387.0,-1284.0,0
Madhya Pradesh,East Nimar,2025-11,619,2291,2910,0.2701876909646442,0.2127147766323024,0.2613402847611766,1,0,0,0,182.0,974.0,0
Madhya Pradesh,East Nimar,2025-12,1031,3772,4803,0.2733297985153765,0.2146575057255881,0.4313461813429317,1,0,0,0,412.0,1481.0,0
Madhya Pradesh,Guna,2025-03,8594,5775,14369,1.4881385281385282,0.5980931171271487,1.290446237709054,0,0,0,0,,,0
Madhya Pradesh,Guna,2025-04,11724,5429,17153,2.159513722600847,0.6834955984375911,1.5404707575630456,0,1,0,0,3130.0,-346.0,1
Madhya Pradesh,Guna,2025-05,13763,5675,19438,2.4251982378854624,0.7080460952772919,1.745681256078265,0,1,0,0,2039.0,246.0,0
Madhya Pradesh,Guna,2025-06,15893,7304,23197,2.175930996714129,0.6851316980644049,2.08326824247595,0,1,0,0,2130.0,1629.0,0
Madhya Pradesh,Guna,2025-07,16354,10832,27186,1.5097858197932053,0.6015596262782315,2.441510990212147,0,1,1,0,461.0,3528.0,0
Madhya Pradesh,Guna,2025-09,5534,6156,11690,0.8989603638726446,0.4733960650128315,1.0498515219443831,0,0,0,0,-10820.0,-4676.0,0
Madhya Pradesh,Guna,2025-10,1722,1820,3542,0.946153846153846,0.4861660079051383,0.3180987246130885,0,0,0,0,-3812.0,-4336.0,0
Madhya Pradesh,Guna,2025-11,2572,3657,6229,0.7033087229969921,0.4129073687590303,0.5594119016417076,1,0,0,0,850.0,1837.0,0
Madhya Pradesh,Guna,2025-12,4505,5577,10082,0.8077819616281154,0.4468359452489585,0.9054408078907844,0,0,0,0,1933.0,1920.0,0
Madhya Pradesh,Gwalior,2025-03,7276,7161,14437,1.0160592096075969,0.5039828219159105,1.2965531584526142,0,0,0,0,,,0
Madhya Pradesh,Gwalior,2025-04,10154,6546,16700,1.5511762908646505,0.6080239520958084,1.499787888491976,0,0,0,0,2878.0,-615.0,1
Madhya Pradesh,Gwalior,2025-05,10115,6888,17003,1.4684959349593496,0.5948950185261425,1.526999608864016,0,1,0,0,-39.0,342.0,0
Madhya Pradesh,Gwalior,2025-06,9949,8222,18171,1.2100462174653368,0.5475207748610423,1.6318949534004608,0,1,0,0,-166.0,1334.0,0
Madhya Pradesh,Gwalior,2025-07,10484,10189,20673,1.0289527922269113,0.5071349102694336,1.8565937137002764,0,1,1,0,535.0,1967.0,0
Madhya Pradesh,Gwalior,2025-09,5313,5410,10723,0.9820702402957486,0.4954770120302154,0.963007516664638,0,0,0,0,-5171.0,-4779.0,0
Madhya Pradesh,Gwalior,2025-10,2140,2055,4195,1.0413625304136254,0.5101311084624554,0.3767431252828646,0,0,0,0,-3173.0,-3355.0,0
Madhya Pradesh,Gwalior,2025-11,5018,4533,9551,1.1069931612618575,0.5253900115171186,0.8577529414962193,0,0,0,0,2878.0,2478.0,0
Madhya Pradesh,Gwalior,2025-12,9341,6326,15667,1.476604489408789,0.5962213569924044,1.407016577784658,0,0,0,0,4323.0,1793.0,0
Madhya Pradesh,Harda,2025-03,2514,2489,5003,1.010044194455605,0.5024985008994604,0.449307712941638,0,0,0,0,,,0
Madhya Pradesh,Harda,2025-04,3532,2643,6175,1.3363601967461218,0.5719838056680162,0.5545622881100569,0,0,0,0,1018.0,154.0,0
Madhya Pradesh,Harda,2025-05,2304,1931,4235,1.1931641636457797,0.5440377804014168,0.3803354316026058,0,0,0,0,-1228.0,-712.0,0
Madhya Pradesh,Harda,2025-06,2891,2400,5291,1.2045833333333331,0.5463995463995464,0.4751723184437751,0,0,0,0,587.0,469.0,0
Madhya Pradesh,Harda,2025-07,3195,3462,6657,0.9228769497400346,0.4799459215863001,0.5978495792629391,0,0,1,0,304.0,1062.0,0
Madhya Pradesh,Harda,2025-09,1396,1931,3327,0.7229414810978767,0.4195972347460174,0.2987900781444793,1,0,0,0,-1799.0,-1531.0,0
Madhya Pradesh,Harda,2025-10,624,807,1431,0.7732342007434945,0.4360587002096436,0.1285147585887435,0,0,0,0,-772.0,-1124.0,0
Madhya Pradesh,Harda,2025-11,1134,1361,2495,0.8332108743570904,0.4545090180360721,0.224070106693861,0,0,0,0,510.0,554.0,0
Madhya Pradesh,Harda,2025-12,1367,1788,3155,0.7645413870246085,0.4332805071315372,0.2833431609695918,0,0,0,0,233.0,427.0,0
Madhya Pradesh,Harda *,2025-03,193,933,1126,0.2068595927116827,0.1714031971580817,0.1011234229007164,1,0,0,0,,,0
Madhya Pradesh,Harda *,2025-04,313,1121,1434,0.2792149866190901,0.2182705718270571,0.1287841815627241,1,0,0,0,120.0,188.0,0
Madhya Pradesh,Harda *,2025-05,234,886,1120,0.2641083521444695,0.2089285714285714,0.1005845769527552,1,0,0,0,-79.0,-235.0,0
Madhya Pradesh,Harda *,2025-06,272,1008,1280,0.2698412698412698,0.2125,0.1149538022317203,1,0,0,0,38.0,122.0,0
Madhya Pradesh,Harda *,2025-07,356,1480,1836,0.2405405405405405,0.1938997821350762,0.1648868600761238,1,0,1,1,84.0,472.0,0
Madhya Pradesh,Harda *,2025-09,229,916,1145,0.25,0.2,0.1028297684025935,1,0,0,0,-127.0,-564.0,0
Madhya Pradesh,Harda *,2025-10,150,381,531,0.3937007874015748,0.2824858757062147,0.0476878663945652,1,0,0,0,-79.0,-535.0,0
Madhya Pradesh,Harda *,2025-11,174,529,703,0.328922495274102,0.2475106685633001,0.0631347835694526,1,0,0,0,24.0,148.0,0
Madhya Pradesh,Harda *,2025-12,205,792,997,0.2588383838383838,0.2056168505516549,0.0895382350195509,1,0,0,0,31.0,263.0,0
Madhya Pradesh,Hoshangabad,2025-03,4135,6141,10276,0.6733431037290344,0.4023939275982873,0.9228634935415296,1,0,0,0,,,0
Madhya Pradesh,Hoshangabad,2025-04,8610,6927,15537,1.2429623213512344,0.5541610349488318,1.3953415822454986,0,0,0,0,4475.0,786.0,0
Madhya Pradesh,Hoshangabad,2025-05,6421,6345,12766,1.0119779353821907,0.5029766567444776,1.146484561945423,0,0,0,0,-2189.0,-582.0,0
Madhya Pradesh,Hoshangabad,2025-06,8142,6967,15109,1.1686522175972442,0.5388841088093189,1.3569039046242672,0,0,0,0,1721.0,622.0,0
Madhya Pradesh,Hoshangabad,2025-07,6210,7834,14044,0.7926984937452132,0.4421817146112218,1.2612587488611562,0,0,0,0,-1932.0,867.0,0
Madhya Pradesh,Hoshangabad,2025-09,4050,6369,10419,0.6358926048045219,0.3887129283040599,0.9357059886346046,1,0,0,0,-2160.0,-1465.0,0
Madhya Pradesh,Hoshangabad,2025-10,1463,2230,3693,0.6560538116591929,0.3961548876252369,0.3316596809701118,1,0,0,0,-2587.0,-4139.0,0
Madhya Pradesh,Hoshangabad,2025-11,2406,3403,5809,0.7070232148104614,0.4141848855224651,0.5216926852844245,1,0,0,0,943.0,1173.0,0
Madhya Pradesh,Hoshangabad,2025-12,3781,5622,9403,0.6725364638918534,0.402105710943316,0.8444614081131766,1,0,0,0,1375.0,2219.0,0
Madhya Pradesh,Indore,2025-03,11298,10515,21813,1.0744650499286734,0.517948012653005,1.9589744438129024,0,1,0,0,,,0
Madhya Pradesh,Indore,2025-04,14574,12400,26974,1.1753225806451613,0.5402980648031438,2.422471766717518,0,1,0,0,3276.0,1885.0,0
Madhya Pradesh,Indore,2025-05,13712,13401,27113,1.0232072233415417,0.5057352561501862,2.4349550311786192,0,1,0,0,-862.0,1001.0,0
Madhya Pradesh,Indore,2025-06,13205,14425,27630,0.915424610051993,0.4779225479551212,2.481385590361275,0,1,0,0,-507.0,1024.0,0
Madhya Pradesh,Indore,2025-07,14457,19258,33715,0.750701007373559,0.4288002372831084,3.027865189251914,0,1,1,0,1252.0,4833.0,0
Madhya Pradesh,Indore,2025-09,8287,10396,18683,0.7971335128895729,0.4435583150457635,1.677876474293149,0,1,0,0,-6170.0,-8862.0,0
Madhya Pradesh,Indore,2025-10,4176,5436,9612,0.7682119205298014,0.4344569288389513,0.8632312086338246,0,0,0,0,-4111.0,-4960.0,0
Madhya Pradesh,Indore,2025-11,9554,11433,20987,0.8356511851657483,0.4552341925954162,1.8847933183102452,0,1,0,0,5378.0,5997.0,0
Madhya Pradesh,Indore,2025-12,19677,15420,35097,1.2760700389105055,0.5606462090776989,3.151979372598974,0,1,0,0,10123.0,3987.0,0
Madhya Pradesh,Jabalpur,2025-03,6187,7925,14112,0.7806940063091483,0.4384212018140589,1.2673656696047164,0,0,0,0,,,0
Madhya Pradesh,Jabalpur,2025-04,10507,8228,18735,1.2769810403500244,0.5608219909260742,1.6825464725088124,0,1,0,0,4320.0,303.0,0
Madhya Pradesh,Jabalpur,2025-05,9240,7673,16913,1.204222598722794,0.5463253118902619,1.5189169196445982,0,1,0,0,-1267.0,-555.0,0
