state,district,month,bio_age_5_17,bio_age_17_plus
Madhya Pradesh,Khandwa,2025-11,2160,1900
Madhya Pradesh,Khandwa,2025-12,3135,2516
Madhya Pradesh,Khargone,2025-03,8855,11255
Madhya Pradesh,Khargone,2025-04,14061,10969
Madhya Pradesh,Khargone,2025-05,12093,10083
Madhya Pradesh,Khargone,2025-06,13460,10845
Madhya Pradesh,Khargone,2025-07,15937,17985
Madhya Pradesh,Khargone,2025-09,5635,8506
Madhya Pradesh,Khargone,2025-10,2169,3183
Madhya Pradesh,Khargone,2025-11,3451,6073
Madhya Pradesh,Khargone,2025-12,5802,8839
Madhya Pradesh,Maihar,2025-04,21,71
Madhya Pradesh,Maihar,2025-06,10,67
Madhya Pradesh,Maihar,2025-07,63,247
Madhya Pradesh,Maihar,2025-09,29,206
Madhya Pradesh,Maihar,2025-10,19,135
Madhya Pradesh,Maihar,2025-11,22,252
Madhya Pradesh,Maihar,2025-12,32,347
Madhya Pradesh,Mandla,2025-03,3181,4150
Madhya Pradesh,Mandla,2025-04,5930,3749
Madhya Pradesh,Mandla,2025-05,5699,3652
Madhya Pradesh,Mandla,2025-06,6519,3741
Madhya Pradesh,Mandla,2025-07,5360,3927
Madhya Pradesh,Mandla,2025-09,2000,2223
Madhya Pradesh,Mandla,2025-10,1565,1277
Madhya Pradesh,Mandla,2025-11,1626,1745
Madhya Pradesh,Mandla,2025-12,3044,2859
Madhya Pradesh,Mandsaur,2025-03,5021,6824
Madhya Pradesh,Mandsaur,2025-04,6308,5411
Madhya Pradesh,Mandsaur,2025-05,6827,5260
Madhya Pradesh,Mandsaur,2025-06,9255,5978
Madhya Pradesh,Mandsaur,2025-07,9157,8669
Madhya Pradesh,Mandsaur,2025-09,3024,3869
Madhya Pradesh,Mandsaur,2025-10,1289,1812
Madhya Pradesh,Mandsaur,2025-11,1916,3120
Madhya Pradesh,Mandsaur,2025-12,4176,4544
Madhya Pradesh,Mauganj,2025-05,16,57
Madhya Pradesh,Mauganj,2025-06,11,45
Madhya Pradesh,Mauganj,2025-07,10,61
Madhya Pradesh,Mauganj,2025-09,12,282
Madhya Pradesh,Mauganj,2025-10,6,177
Madhya Pradesh,Mauganj,2025-11,7,149
Madhya Pradesh,Mauganj,2025-12,21,207
Madhya Pradesh,Morena,2025-03,13912,6993
Madhya Pradesh,Morena,2025-04,13836,6276
Madhya Pradesh,Morena,2025-05,14885,5592
Madhya Pradesh,Morena,2025-06,17497,6814
Madhya Pradesh,Morena,2025-07,13907,8309
Madhya Pradesh,Morena,2025-09,5092,4635
Madhya Pradesh,Morena,2025-10,2237,2221
Madhya Pradesh,Morena,2025-11,5282,4264
Madhya Pradesh,Morena,2025-12,7818,5989
Madhya Pradesh,Narmadapuram,2025-03,167,686
Madhya Pradesh,Narmadapuram,2025-04,194,781
Madhya Pradesh,Narmadapuram,2025-05,183,724
Madhya Pradesh,Narmadapuram,2025-06,295,904
Madhya Pradesh,Narmadapuram,2025-07,201,924
Madhya Pradesh,Narmadapuram,2025-09,94,390
Madhya Pradesh,Narmadapuram,2025-10,47,155
Madhya Pradesh,Narmadapuram,2025-11,87,295
Madhya Pradesh,Narmadapuram,2025-12,152,571
Madhya Pradesh,Narsimhapur,2025-03,135,552
Madhya Pradesh,Narsimhapur,2025-04,246,746
Madhya Pradesh,Narsimhapur,2025-05,254,829
Madhya Pradesh,Narsimhapur,2025-06,353,1103
Madhya Pradesh,Narsimhapur,2025-07,384,1402
Madhya Pradesh,Narsimhapur,2025-09,349,952
Madhya Pradesh,Narsimhapur,2025-10,281,445
Madhya Pradesh,Narsimhapur,2025-11,330,639
Madhya Pradesh,Narsimhapur,2025-12,353,995
Madhya Pradesh,Narsinghpur,2025-03,2155,2658
Madhya Pradesh,Narsinghpur,2025-04,4619,2734
Madhya Pradesh,Narsinghpur,2025-05,4437,3011
Madhya Pradesh,Narsinghpur,2025-06,5775,3512
Madhya Pradesh,Narsinghpur,2025-07,6634,4431
Madhya Pradesh,Narsinghpur,2025-09,3120,2796
Madhya Pradesh,Narsinghpur,2025-10,2897,1268
Madhya Pradesh,Narsinghpur,2025-11,3609,2051
Madhya Pradesh,Narsinghpur,2025-12,4760,2650
Madhya Pradesh,Neemuch,2025-03,2497,2092
Madhya Pradesh,Neemuch,2025-04,4755,2081
Madhya Pradesh,Neemuch,2025-05,5948,3106
Madhya Pradesh,Neemuch,2025-06,6278,3534
Madhya Pradesh,Neemuch,2025-07,6047,4680
Madhya Pradesh,Neemuch,2025-09,2424,2177
Madhya Pradesh,Neemuch,2025-10,1013,709
Madhya Pradesh,Neemuch,2025-11,2583,1712
Madhya Pradesh,Neemuch,2025-12,3334,2041
Madhya Pradesh,Niwari,2025-03,158,132
Madhya Pradesh,Niwari,2025-04,257,181
Madhya Pradesh,Niwari,2025-05,172,167
Madhya Pradesh,Niwari,2025-06,152,173
Madhya Pradesh,Niwari,2025-07,157,190
Madhya Pradesh,Niwari,2025-09,45,81
Madhya Pradesh,Niwari,2025-10,31,27
Madhya Pradesh,Niwari,2025-11,90,63
Madhya Pradesh,Niwari,2025-12,132,87
Madhya Pradesh,Pandhurna,2025-06,17,68
Madhya Pradesh,Pandhurna,2025-09,13,81
Madhya Pradesh,Pandhurna,2025-10,10,37
Madhya Pradesh,Pandhurna,2025-11,9,64
Madhya Pradesh,Pandhurna,2025-12,29,49
Madhya Pradesh,Panna,2025-03,4877,8614
Madhya Pradesh,Panna,2025-04,11063,6229
Madhya Pradesh,Panna,2025-05,8098,4489
Madhya Pradesh,Panna,2025-06,9056,5017
Madhya Pradesh,Panna,2025-07,9743,6825
Madhya Pradesh,Panna,2025-09,3527,3880
Madhya Pradesh,Panna,2025-10,1505,1833
Madhya Pradesh,Panna,2025-11,2698,3305
Madhya Pradesh,Panna,2025-12,3265,4015
Madhya Pradesh,Raisen,2025-03,3285,5491
Madhya Pradesh,Raisen,2025-04,12132,5580
Madhya Pradesh,Raisen,2025-05,14220,5558
Madhya Pradesh,Raisen,2025-06,11788,5644
Madhya Pradesh,Raisen,2025-07,10867,8123
Madhya Pradesh,Raisen,2025-09,4770,5358
Madhya Pradesh,Raisen,2025-10,2369,2759
Madhya Pradesh,Raisen,2025-11,3149,4004
Madhya Pradesh,Raisen,2025-12,5018,6533
Madhya Pradesh,Rajgarh,2025-03,10071,14023
Madhya Pradesh,Rajgarh,2025-04,14937,11041
Madhya Pradesh,Rajgarh,2025-05,12653,9470
Madhya Pradesh,Rajgarh,2025-06,14938,10552
Madhya Pradesh,Rajgarh,2025-07,14161,14443
Madhya Pradesh,Rajgarh,2025-09,3928,6349
Madhya Pradesh,Rajgarh,2025-10,2381,3087
Madhya Pradesh,Rajgarh,2025-11,4238,5229
Madhya Pradesh,Rajgarh,2025-12,5759,7969
Madhya Pradesh,Ratlam,2025-03,4993,5623
Madhya Pradesh,Ratlam,2025-04,8712,5505
Madhya Pradesh,Ratlam,2025-05,10135,6574
Madhya Pradesh,Ratlam,2025-06,11493,7364
Madhya Pradesh,Ratlam,2025-07,12437,11016
Madhya Pradesh,Ratlam,2025-09,3284,4221
Madhya Pradesh,Ratlam,2025-10,2381,2227
Madhya Pradesh,Ratlam,2025-11,6518,4544
Madhya Pradesh,Ratlam,2025-12,23657,4263
Madhya Pradesh,Rewa,2025-03,13084,10964
Madhya Pradesh,Rewa,2025-04,21559,8159
Madhya Pradesh,Rewa,2025-05,19729,8248
Madhya Pradesh,Rewa,2025-06,19702,8476
Madhya Pradesh,Rewa,2025-07,18560,11058
Madhya Pradesh,Rewa,2025-09,9342,8294
Madhya Pradesh,Rewa,2025-10,4829,5287
Madhya Pradesh,Rewa,2025-11,5441,6299
Madhya Pradesh,Rewa,2025-12,7542,8386
Madhya Pradesh,Sagar,2025-03,10882,12949
Madhya Pradesh,Sagar,2025-04,17815,10875
Madhya Pradesh,Sagar,2025-05,13782,7704
Madhya Pradesh,Sagar,2025-06,22547,9845
Madhya Pradesh,Sagar,2025-07,20512,12563
Madhya Pradesh,Sagar,2025-09,7402,7483
Madhya Pradesh,Sagar,2025-10,3695,3677
Madhya Pradesh,Sagar,2025-11,5848,6024
Madhya Pradesh,Sagar,2025-12,10361,8761
Madhya Pradesh,Satna,2025-03,7162,11270
Madhya Pradesh,Satna,2025-04,14637,7737
Madhya Pradesh,Satna,2025-05,14010,7218
Madhya Pradesh,Satna,2025-06,14539,8010
Madhya Pradesh,Satna,2025-07,15899,11855
Madhya Pradesh,Satna,2025-09,7279,8460
Madhya Pradesh,Satna,2025-10,5087,5162
Madhya Pradesh,Satna,2025-11,6780,6755
Madhya Pradesh,Satna,2025-12,11263,9590
Madhya Pradesh,Sehore,2025-03,4438,8568
Madhya Pradesh,Sehore,2025-04,7883,8009
Madhya Pradesh,Sehore,2025-05,8701,7423
Madhya Pradesh,Sehore,2025-06,10218,9478
Madhya Pradesh,Sehore,2025-07,9373,12005
Madhya Pradesh,Sehore,2025-09,2730,4752
Madhya Pradesh,Sehore,2025-10,1799,2349
Madhya Pradesh,Sehore,2025-11,2761,4084
Madhya Pradesh,Sehore,2025-12,7075,6356
Madhya Pradesh,Seoni,2025-03,5711,5702
Madhya Pradesh,Seoni,2025-04,7581,4981
Madhya Pradesh,Seoni,2025-05,7207,5208
Madhya Pradesh,Seoni,2025-06,7048,5057
Madhya Pradesh,Seoni,2025-07,6960,6017
Madhya Pradesh,Seoni,2025-09,3045,3763
Madhya Pradesh,Seoni,2025-10,1820,1720
Madhya Pradesh,Seoni,2025-11,2491,3103
Madhya Pradesh,Seoni,2025-12,3989,4349
Madhya Pradesh,Shahdol,2025-03,3159,7894
Madhya Pradesh,Shahdol,2025-04,6560,6310
Madhya Pradesh,Shahdol,2025-05,6223,4920
Madhya Pradesh,Shahdol,2025-06,9612,7047
Madhya Pradesh,Shahdol,2025-07,6589,6905
Madhya Pradesh,Shahdol,2025-09,3263,4660
Madhya Pradesh,Shahdol,2025-10,1755,2263
Madhya Pradesh,Shahdol,2025-11,2298,3060
Madhya Pradesh,Shahdol,2025-12,5954,6100
Madhya Pradesh,Shajapur,2025-03,7862,8321
Madhya Pradesh,Shajapur,2025-04,10065,7725
Madhya Pradesh,Shajapur,2025-05,9285,7605
Madhya Pradesh,Shajapur,2025-06,12774,10517
Madhya Pradesh,Shajapur,2025-07,10378,11557
Madhya Pradesh,Shajapur,2025-09,3525,5511
Madhya Pradesh,Shajapur,2025-10,1823,2344
Madhya Pradesh,Shajapur,2025-11,2972,4549
Madhya Pradesh,Shajapur,2025-12,4196,5632
Madhya Pradesh,Sheopur,2025-03,3043,3816
Madhya Pradesh,Sheopur,2025-04,4582,2633
Madhya Pradesh,Sheopur,2025-05,5608,2771
Madhya Pradesh,Sheopur,2025-06,7522,3417
Madhya Pradesh,Sheopur,2025-07,5450,3814
Madhya Pradesh,Sheopur,2025-09,1670,1958
Madhya Pradesh,Sheopur,2025-10,600,794
Madhya Pradesh,Sheopur,2025-11,1458,1768
Madhya Pradesh,Sheopur,2025-12,2907,2457
Madhya Pradesh,Shivpuri,2025-03,9627,7104
Madhya Pradesh,Shivpuri,2025-04,9941,5513
Madhya Pradesh,Shivpuri,2025-05,12507,6663
Madhya Pradesh,Shivpuri,2025-06,22208,12877
Madhya Pradesh,Shivpuri,2025-07,22774,18001
Madhya Pradesh,Shivpuri,2025-09,4679,8349
Madhya Pradesh,Shivpuri,2025-10,1162,2324
Madhya Pradesh,Shivpuri,2025-11,2832,5733
Madhya Pradesh,Shivpuri,2025-12,4953,9325
Madhya Pradesh,Sidhi,2025-03,12873,7426
Madhya Pradesh,Sidhi,2025-04,16891,5313
Madhya Pradesh,Sidhi,2025-05,12495,4528
Madhya Pradesh,Sidhi,2025-06,13380,5326
Madhya Pradesh,Sidhi,2025-07,10101,6514
Madhya Pradesh,Sidhi,2025-09,3659,4673
Madhya Pradesh,Sidhi,2025-10,2134,2657
Madhya Pradesh,Sidhi,2025-11,2251,2910
Madhya Pradesh,Sidhi,2025-12,3476,4600
Madhya Pradesh,Singrauli,2025-03,9011,6282
Madhya Pradesh,Singrauli,2025-04,17686,4659
Madhya Pradesh,Singrauli,2025-05,11020,2964
Madhya Pradesh,Singrauli,2025-06,14527,3691
Madhya Pradesh,Singrauli,2025-07,10435,4324
Madhya Pradesh,Singrauli,2025-09,3966,2866
Madhya Pradesh,Singrauli,2025-10,2753,1921
Madhya Pradesh,Singrauli,2025-11,2839,2074
Madhya Pradesh,Singrauli,2025-12,3896,3516
Madhya Pradesh,Tikamgarh,2025-03,9269,13144
Madhya Pradesh,Tikamgarh,2025-04,18725,9641
Madhya Pradesh,Tikamgarh,2025-05,13118,7236
Madhya Pradesh,Tikamgarh,2025-06,14739,8517
Madhya Pradesh,Tikamgarh,2025-07,17617,13037
Madhya Pradesh,Tikamgarh,2025-09,3915,6189
Madhya Pradesh,Tikamgarh,2025-10,1776,2367
Madhya Pradesh,Tikamgarh,2025-11,3520,4421
Madhya Pradesh,Tikamgarh,2025-12,6769,6616
Madhya Pradesh,Ujjain,2025-03,5583,6762
Madhya Pradesh,Ujjain,2025-04,8884,5904
Madhya Pradesh,Ujjain,2025-05,9806,6639
Madhya Pradesh,Ujjain,2025-06,11970,8451
Madhya Pradesh,Ujjain,2025-07,14172,12453
Madhya Pradesh,Ujjain,2025-09,7047,6162
Madhya Pradesh,Ujjain,2025-10,4974,3087
Madhya Pradesh,Ujjain,2025-11,10763,6201
Madhya Pradesh,Ujjain,2025-12,13725,7368
Madhya Pradesh,Umaria,2025-03,1403,3187
Madhya Pradesh,Umaria,2025-04,2891,2472
Madhya Pradesh,Umaria,2025-05,2665,1952
Madhya Pradesh,Umaria,2025-06,3117,1755
Madhya Pradesh,Umaria,2025-07,2441,1766
Madhya Pradesh,Umaria,2025-09,2320,2381
Madhya Pradesh,Umaria,2025-10,1123,1213
Madhya Pradesh,Umaria,2025-11,1330,1587
Madhya Pradesh,Umaria,2025-12,2611,3047
Madhya Pradesh,Vidisha,2025-03,5177,5933
Madhya Pradesh,Vidisha,2025-04,8486,5753
Madhya Pradesh,Vidisha,2025-05,8890,6068
Madhya Pradesh,Vidisha,2025-06,11346,6378
Madhya Pradesh,Vidisha,2025-07,13882,11238
Madhya Pradesh,Vidisha,2025-09,5593,6336
Madhya Pradesh,Vidisha,2025-10,2635,2839
Madhya Pradesh,Vidisha,2025-11,5012,5316
Madhya Pradesh,Vidisha,2025-12,6666,7342
Madhya Pradesh,West Nimar,2025-03,259,763
Madhya Pradesh,West Nimar,2025-04,417,694
Madhya Pradesh,West Nimar,2025-05,357,845
Madhya Pradesh,West Nimar,2025-06,386,778
Madhya Pradesh,West Nimar,2025-07,436,1285
Madhya Pradesh,West Nimar,2025-09,217,878
Madhya Pradesh,West Nimar,2025-10,87,366
Madhya Pradesh,West Nimar,2025-11,160,636
Madhya Pradesh,West Nimar,2025-12,229,1025
Maharashtra,Ahilyanagar,2025-12,1,16
Maharashtra,Ahmadnagar,2025-03,8342,22641
Maharashtra,Ahmadnagar,2025-04,9904,19453
Maharashtra,Ahmadnagar,2025-05,10752,21200
Maharashtra,Ahmadnagar,2025-06,11466,23279
Maharashtra,Ahmadnagar,2025-07,15684,27686
Maharashtra,Ahmadnagar,2025-09,51052,13085
Maharashtra,Ahmadnagar,2025-10,12815,17627
Maharashtra,Ahmadnagar,2025-11,20972,28879
Maharashtra,Ahmadnagar,2025-12,23258,25466
Maharashtra,Ahmed Nagar,2025-03,15,170
Maharashtra,Ahmed Nagar,2025-04,12,145
Maharashtra,Ahmed Nagar,2025-05,30,159
Maharashtra,Ahmed Nagar,2025-06,61,293
Maharashtra,Ahmed Nagar,2025-07,67,444
Maharashtra,Ahmed Nagar,2025-09,930,440
Maharashtra,Ahmed Nagar,2025-10,134,607
Maharashtra,Ahmed Nagar,2025-11,177,1012
Maharashtra,Ahmed Nagar,2025-12,176,967
Maharashtra,Akola,2025-03,5799,19830
Maharashtra,Akola,2025-04,3998,13294
Maharashtra,Akola,2025-05,4847,14365
Maharashtra,Akola,2025-06,5342,13278
Maharashtra,Akola,2025-07,7359,16443
Maharashtra,Akola,2025-09,11958,8358
Maharashtra,Akola,2025-10,3318,12701
Maharashtra,Akola,2025-11,5024,21531
Maharashtra,Akola,2025-12,6341,11299
Maharashtra,Amravati,2025-03,9464,30849
Maharashtra,Amravati,2025-04,7506,23036
Maharashtra,Amravati,2025-05,8696,25649
Maharashtra,Amravati,2025-06,10925,28240
Maharashtra,Amravati,2025-07,13925,32626
Maharashtra,Amravati,2025-09,24099,14461
Maharashtra,Amravati,2025-10,6130,21179
Maharashtra,Amravati,2025-11,10713,36624
Maharashtra,Amravati,2025-12,12111,22050
Maharashtra,Aurangabad,2025-03,11805,21622
Maharashtra,Aurangabad,2025-04,8187,18109
Maharashtra,Aurangabad,2025-05,8874,21550
Maharashtra,Aurangabad,2025-06,11070,23374
Maharashtra,Aurangabad,2025-07,18370,29979
Maharashtra,Aurangabad,2025-09,19337,17291
Maharashtra,Aurangabad,2025-10,5776,18855
Maharashtra,Aurangabad,2025-11,11311,29372
Maharashtra,Aurangabad,2025-12,15593,20898
Maharashtra,Beed,2025-03,8159,16280
Maharashtra,Beed,2025-04,8445,18130
Maharashtra,Beed,2025-05,8378,19884
Maharashtra,Beed,2025-06,10649,17133
Maharashtra,Beed,2025-07,15502,22186
Maharashtra,Beed,2025-09,29546,9302
Maharashtra,Beed,2025-10,6156,11930
Maharashtra,Beed,2025-11,10379,14183
Maharashtra,Beed,2025-12,16845,12408
Maharashtra,Bhandara,2025-03,2521,8744
Maharashtra,Bhandara,2025-04,2722,8462
Maharashtra,Bhandara,2025-05,2463,8202
Maharashtra,Bhandara,2025-06,2934,7798
Maharashtra,Bhandara,2025-07,3016,6842
Maharashtra,Bhandara,2025-09,7357,4753
Maharashtra,Bhandara,2025-10,2357,8417
Maharashtra,Bhandara,2025-11,3832,10314
Maharashtra,Bhandara,2025-12,4654,6816
Maharashtra,Bid,2025-03,10,417
Maharashtra,Bid,2025-05,14,250
Maharashtra,Bid,2025-06,38,1101
Maharashtra,Bid,2025-07,41,1324
Maharashtra,Bid,2025-09,260,1159
Maharashtra,Bid,2025-10,42,1617
Maharashtra,Bid,2025-11,48,1991
Maharashtra,Bid,2025-12,85,1495
Maharashtra,Buldana,2025-03,127,3139
Maharashtra,Buldana,2025-04,122,1963
Maharashtra,Buldana,2025-05,221,2483
Maharashtra,Buldana,2025-06,223,3103
Maharashtra,Buldana,2025-07,229,3362
Maharashtra,Buldana,2025-09,1214,2993
Maharashtra,Buldana,2025-10,268,4666
Maharashtra,Buldana,2025-11,377,6839
Maharashtra,Buldana,2025-12,388,4020
Maharashtra,Buldhana,2025-03,6763,13362
Maharashtra,Buldhana,2025-04,4721,11245
Maharashtra,Buldhana,2025-05,5768,11685
Maharashtra,Buldhana,2025-06,7346,14902
Maharashtra,Buldhana,2025-07,11124,17614
Maharashtra,Buldhana,2025-09,25125,9957
Maharashtra,Buldhana,2025-10,4750,14507
Maharashtra,Buldhana,2025-11,8346,27868
Maharashtra,Buldhana,2025-12,10590,13828
Maharashtra,Chandrapur,2025-03,7293,17284
Maharashtra,Chandrapur,2025-04,5339,13857
Maharashtra,Chandrapur,2025-05,6205,17308
Maharashtra,Chandrapur,2025-06,6704,18292
Maharashtra,Chandrapur,2025-07,7025,14987
Maharashtra,Chandrapur,2025-09,9534,8823
Maharashtra,Chandrapur,2025-10,2774,17211
Maharashtra,Chandrapur,2025-11,6790,25324
Maharashtra,Chandrapur,2025-12,14024,14860
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,41,246
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,53,262
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,50,285
Maharashtra,Chatrapati Sambhaji Nagar,2025-06,64,296
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,46,243
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,41,116
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,14,74
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,39,113
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,65,156
Maharashtra,Chhatrapati Sambhajinagar,2025-03,31,156
Maharashtra,Chhatrapati Sambhajinagar,2025-04,64,353
Maharashtra,Chhatrapati Sambhajinagar,2025-05,119,458
Maharashtra,Chhatrapati Sambhajinagar,2025-06,174,808
Maharashtra,Chhatrapati Sambhajinagar,2025-07,191,778
Maharashtra,Chhatrapati Sambhajinagar,2025-09,99,452
Maharashtra,Chhatrapati Sambhajinagar,2025-10,29,174
Maharashtra,Chhatrapati Sambhajinagar,2025-11,51,332
Maharashtra,Chhatrapati Sambhajinagar,2025-12,84,514
Maharashtra,Dharashiv,2025-04,11,34
Maharashtra,Dharashiv,2025-05,12,44
Maharashtra,Dharashiv,2025-06,18,76
Maharashtra,Dharashiv,2025-07,12,63
Maharashtra,Dharashiv,2025-09,15,91
Maharashtra,Dharashiv,2025-10,11,40
Maharashtra,Dharashiv,2025-11,21,61
Maharashtra,Dharashiv,2025-12,21,113
Maharashtra,Dhule,2025-03,5157,14043
Maharashtra,Dhule,2025-04,5882,14299
Maharashtra,Dhule,2025-05,7137,14966
Maharashtra,Dhule,2025-06,7583,12312
Maharashtra,Dhule,2025-07,13620,18986
Maharashtra,Dhule,2025-09,13123,9751
Maharashtra,Dhule,2025-10,3912,11546
Maharashtra,Dhule,2025-11,7257,17711
Maharashtra,Dhule,2025-12,8573,11996
Maharashtra,Gadchiroli,2025-03,2665,9929
Maharashtra,Gadchiroli,2025-04,2630,7706
Maharashtra,Gadchiroli,2025-05,3105,8605
Maharashtra,Gadchiroli,2025-06,4880,9991
Maharashtra,Gadchiroli,2025-07,4989,9883
Maharashtra,Gadchiroli,2025-09,5734,7537
Maharashtra,Gadchiroli,2025-10,3138,17459
Maharashtra,Gadchiroli,2025-11,4712,18931
Maharashtra,Gadchiroli,2025-12,6737,12034
Maharashtra,Gondia,2025-09,12,83
Maharashtra,Gondia,2025-10,6,285
Maharashtra,Gondia,2025-11,2,299
Maharashtra,Gondia,2025-12,6,172
Maharashtra,Gondiya,2025-03,4074,7263
Maharashtra,Gondiya,2025-04,3227,4618
Maharashtra,Gondiya,2025-05,2717,6983
Maharashtra,Gondiya,2025-06,3374,6361
Maharashtra,Gondiya,2025-07,4090,6029
Maharashtra,Gondiya,2025-09,7279,4498
Maharashtra,Gondiya,2025-10,2080,9178
Maharashtra,Gondiya,2025-11,3661,9567
Maharashtra,Gondiya,2025-12,4946,6569
Maharashtra,Gondiya *,2025-09,34,206
Maharashtra,Gondiya *,2025-10,11,360
Maharashtra,Gondiya *,2025-11,10,435
Maharashtra,Gondiya *,2025-12,12,340
Maharashtra,Hingoli,2025-03,2200,5880
Maharashtra,Hingoli,2025-04,3222,6628
Maharashtra,Hingoli,2025-05,3574,8537
Maharashtra,Hingoli,2025-06,4905,8797
Maharashtra,Hingoli,2025-07,6458,11208
Maharashtra,Hingoli,2025-09,9298,6063
Maharashtra,Hingoli,2025-10,2515,6739
Maharashtra,Hingoli,2025-11,3779,9716
Maharashtra,Hingoli,2025-12,9740,7805
Maharashtra,Hingoli *,2025-09,0,2
Maharashtra,Hingoli *,2025-10,0,2
Maharashtra,Hingoli *,2025-11,0,3
Maharashtra,Hingoli *,2025-12,0,2
Maharashtra,Jalgaon,2025-03,11108,29512
Maharashtra,Jalgaon,2025-04,12325,25017
Maharashtra,Jalgaon,2025-05,12305,30929
Maharashtra,Jalgaon,2025-06,15434,34928
Maharashtra,Jalgaon,2025-07,24048,38429
Maharashtra,Jalgaon,2025-09,27621,21601
Maharashtra,Jalgaon,2025-10,7690,29441
Maharashtra,Jalgaon,2025-11,13599,36168
Maharashtra,Jalgaon,2025-12,24723,22506
Maharashtra,Jalna,2025-03,5388,11402
Maharashtra,Jalna,2025-04,4561,10514
Maharashtra,Jalna,2025-05,5279,13214
Maharashtra,Jalna,2025-06,7067,13737
Maharashtra,Jalna,2025-07,12373,19535
Maharashtra,Jalna,2025-09,16007,9891
Maharashtra,Jalna,2025-10,3866,13508
Maharashtra,Jalna,2025-11,7752,16812
Maharashtra,Jalna,2025-12,9527,12259
Maharashtra,Kolhapur,2025-03,9588,18096
Maharashtra,Kolhapur,2025-04,15200,16393
Maharashtra,Kolhapur,2025-05,11630,19495
Maharashtra,Kolhapur,2025-06,10364,19311
Maharashtra,Kolhapur,2025-07,13465,21236
Maharashtra,Kolhapur,2025-09,28172,11183
Maharashtra,Kolhapur,2025-10,5675,11931
Maharashtra,Kolhapur,2025-11,10119,19370
Maharashtra,Kolhapur,2025-12,14197,15659
Maharashtra,Latur,2025-03,9558,19388
Maharashtra,Latur,2025-04,8274,21319
Maharashtra,Latur,2025-05,7842,28794
Maharashtra,Latur,2025-06,8251,24852
Maharashtra,Latur,2025-07,9541,21878
Maharashtra,Latur,2025-09,12159,10367
Maharashtra,Latur,2025-10,4097,12268
Maharashtra,Latur,2025-11,6738,20645
Maharashtra,Latur,2025-12,7915,12855
Maharashtra,Mumbai,2025-03,7636,31432
Maharashtra,Mumbai,2025-04,10735,29324
Maharashtra,Mumbai,2025-05,14123,31216
Maharashtra,Mumbai,2025-06,12543,32461
Maharashtra,Mumbai,2025-07,14741,38238
Maharashtra,Mumbai,2025-09,15229,22100
Maharashtra,Mumbai,2025-10,10431,21362
Maharashtra,Mumbai,2025-11,14794,36516
Maharashtra,Mumbai,2025-12,19383,42095
Maharashtra,Mumbai City,2025-03,1936,2517
Maharashtra,Mumbai City,2025-04,2694,2433
Maharashtra,Mumbai City,2025-05,2638,2445
Maharashtra,Mumbai City,2025-06,2537,2620
Maharashtra,Mumbai City,2025-07,2739,2900
Maharashtra,Mumbai City,2025-09,3403,1346
Maharashtra,Mumbai City,2025-10,2289,960
Maharashtra,Mumbai City,2025-11,4236,1587
Maharashtra,Mumbai City,2025-12,5905,2386
Maharashtra,Mumbai Suburban,2025-03,7347,9473
Maharashtra,Mumbai Suburban,2025-04,9528,9391
Maharashtra,Mumbai Suburban,2025-05,8945,8965
Maharashtra,Mumbai Suburban,2025-06,8478,9621
Maharashtra,Mumbai Suburban,2025-07,10403,10805
Maharashtra,Mumbai Suburban,2025-09,13029,5879
Maharashtra,Mumbai Suburban,2025-10,8689,4464
Maharashtra,Mumbai Suburban,2025-11,14786,6578
Maharashtra,Mumbai Suburban,2025-12,18168,9641
Maharashtra,Mumbai( Sub Urban ),2025-05,33,187
Maharashtra,Mumbai( Sub Urban ),2025-06,12,82
Maharashtra,Mumbai( Sub Urban ),2025-09,85,686
Maharashtra,Mumbai( Sub Urban ),2025-10,67,685
Maharashtra,Mumbai( Sub Urban ),2025-11,74,1311
Maharashtra,Mumbai( Sub Urban ),2025-12,183,1522
Maharashtra,Nagpur,2025-03,11511,30242
Maharashtra,Nagpur,2025-04,10872,28643
Maharashtra,Nagpur,2025-05,12341,27562
Maharashtra,Nagpur,2025-06,12644,28721
Maharashtra,Nagpur,2025-07,12330,29230
Maharashtra,Nagpur,2025-09,17519,17828
Maharashtra,Nagpur,2025-10,7656,19324
Maharashtra,Nagpur,2025-11,13779,33841
Maharashtra,Nagpur,2025-12,14199,22681
Maharashtra,Nanded,2025-03,14793,23918
Maharashtra,Nanded,2025-04,11868,18508
Maharashtra,Nanded,2025-05,8711,25421
Maharashtra,Nanded,2025-06,12143,28651
Maharashtra,Nanded,2025-07,14898,31768
Maharashtra,Nanded,2025-09,24296,16428
Maharashtra,Nanded,2025-10,5767,22534
Maharashtra,Nanded,2025-11,14113,31915
Maharashtra,Nanded,2025-12,18141,18667
Maharashtra,Nandurbar,2025-03,5201,12240
Maharashtra,Nandurbar,2025-04,5673,11344
Maharashtra,Nandurbar,2025-05,6834,17456
